No.,Time,Source,Destination,Protocol,Length,IP Len,TCP Len,HTTP Data Len,Info,File Data,TCP Seq,TCP Next Seq
8556,6616.806938,172.28.150.236,172.28.150.15,TCP,60,44,0,,167  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8560,6616.807309,172.28.150.236,172.28.150.15,TCP,60,40,0,,167  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8561,6616.815897,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8562,6616.820216,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8564,6616.824176,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8568,6617.27197,172.28.150.236,172.28.150.15,TCP,60,40,0,,"167  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8579,6625.597665,172.28.150.236,172.28.150.15,TCP,60,44,0,,168  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8581,6625.597906,172.28.150.236,172.28.150.15,TCP,60,40,0,,168  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8582,6625.606591,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8583,6625.61094,172.28.150.236,172.28.150.15,TCP,139,125,85,,[TCP segment of a reassembled PDU],,270,355
8585,6625.617155,172.28.150.236,172.28.150.15,HTTP,192,178,138,223,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Counters&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Counter%22%3A%7B%22TubesValue%22%3A0%2C%22BoxValue%22%3A0%2C%22BillValue%22%3A0%2C%22BillCont%22%3A0%2C%22Counters%22%3A%5B%5D%7D%7D,355,493
8589,6626.039924,172.28.150.236,172.28.150.15,TCP,60,40,0,,"168  >  8080 [RST, ACK] Seq=493 Ack=2 Win=0 Len=0",,493,
8639,6677.072023,172.28.150.236,172.28.150.15,TCP,60,44,0,,169  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8641,6677.072299,172.28.150.236,172.28.150.15,TCP,60,40,0,,169  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8642,6677.08105,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8643,6677.085403,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8645,6677.0891,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8649,6677.56168,172.28.150.236,172.28.150.15,TCP,60,40,0,,"169  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8720,6737.397585,172.28.150.236,172.28.150.15,TCP,60,44,0,,170  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8724,6737.398112,172.28.150.236,172.28.150.15,TCP,60,40,0,,170  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8725,6737.406881,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8726,6737.411184,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8728,6737.415078,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8731,6737.577962,172.28.150.236,172.28.150.15,TCP,60,40,0,,"170  >  8080 [RST, ACK] Seq=398 Ack=289 Win=0 Len=0",,398,
8789,6797.622337,172.28.150.236,172.28.150.15,TCP,60,44,0,,171  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8791,6797.622617,172.28.150.236,172.28.150.15,TCP,60,40,0,,171  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8792,6797.631302,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8793,6797.635624,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8795,6797.639261,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8799,6798.101348,172.28.150.236,172.28.150.15,TCP,60,40,0,,"171  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8863,6857.897575,172.28.150.236,172.28.150.15,TCP,60,44,0,,172  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8867,6857.898061,172.28.150.236,172.28.150.15,TCP,60,40,0,,172  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8868,6857.906787,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8869,6857.911027,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8871,6857.914793,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8877,6858.480717,172.28.150.236,172.28.150.15,TCP,60,40,0,,"172  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8935,6918.272754,172.28.150.236,172.28.150.15,TCP,60,44,0,,173  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8939,6918.273202,172.28.150.236,172.28.150.15,TCP,60,40,0,,173  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8940,6918.281984,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8941,6918.286275,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8943,6918.289883,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8948,6918.786538,172.28.150.236,172.28.150.15,TCP,60,40,0,,"173  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9012,6978.548007,172.28.150.236,172.28.150.15,TCP,60,44,0,,174  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9014,6978.548259,172.28.150.236,172.28.150.15,TCP,60,40,0,,174  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9015,6978.556922,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9016,6978.56119,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9018,6978.564825,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9023,6979.019176,172.28.150.236,172.28.150.15,TCP,60,40,0,,"174  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9080,7038.873542,172.28.150.236,172.28.150.15,TCP,60,44,0,,175  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9084,7038.874086,172.28.150.236,172.28.150.15,TCP,60,40,0,,175  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9085,7038.882828,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9086,7038.887143,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9088,7038.891067,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9092,7039.380353,172.28.150.236,172.28.150.15,TCP,60,40,0,,"175  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9156,7099.19842,172.28.150.236,172.28.150.15,TCP,60,44,0,,176  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9160,7099.198945,172.28.150.236,172.28.150.15,TCP,60,40,0,,176  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9161,7099.207636,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9162,7099.21194,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9164,7099.215594,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9170,7099.753003,172.28.150.236,172.28.150.15,TCP,60,40,0,,"176  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9232,7159.573672,172.28.150.236,172.28.150.15,TCP,60,44,0,,177  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9234,7159.573947,172.28.150.236,172.28.150.15,TCP,60,40,0,,177  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9235,7159.582767,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9236,7159.587152,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9238,7159.59093,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9241,7159.752109,172.28.150.236,172.28.150.15,TCP,60,40,0,,"177  >  8080 [RST, ACK] Seq=398 Ack=289 Win=0 Len=0",,398,
9308,7219.848793,172.28.150.236,172.28.150.15,TCP,60,44,0,,178  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9312,7219.849325,172.28.150.236,172.28.150.15,TCP,60,40,0,,178  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9313,7219.857968,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9314,7219.862313,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9316,7219.866058,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9321,7220.350434,172.28.150.236,172.28.150.15,TCP,60,40,0,,"178  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9328,7225.589914,172.28.150.236,172.28.150.15,TCP,60,44,0,,179  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9330,7225.590142,172.28.150.236,172.28.150.15,TCP,60,40,0,,179  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9331,7225.598881,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9332,7225.60328,172.28.150.236,172.28.150.15,TCP,139,125,85,,[TCP segment of a reassembled PDU],,270,355
9334,7225.60929,172.28.150.236,172.28.150.15,HTTP,192,178,138,223,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Counters&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Counter%22%3A%7B%22TubesValue%22%3A0%2C%22BoxValue%22%3A0%2C%22BillValue%22%3A0%2C%22BillCont%22%3A0%2C%22Counters%22%3A%5B%5D%7D%7D,355,493
9339,7226.070205,172.28.150.236,172.28.150.15,TCP,60,40,0,,"179  >  8080 [RST, ACK] Seq=493 Ack=2 Win=0 Len=0",,493,
9391,7280.11421,172.28.150.236,172.28.150.15,TCP,60,44,0,,180  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9393,7280.114465,172.28.150.236,172.28.150.15,TCP,60,40,0,,180  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9394,7280.123144,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9395,7280.127415,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9397,7280.131365,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9401,7280.62103,172.28.150.236,172.28.150.15,TCP,60,40,0,,"180  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9465,7340.389493,172.28.150.236,172.28.150.15,TCP,60,44,0,,181  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9467,7340.389769,172.28.150.236,172.28.150.15,TCP,60,40,0,,181  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9468,7340.398521,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9469,7340.402775,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9471,7340.406747,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9477,7340.960821,172.28.150.236,172.28.150.15,TCP,60,40,0,,"181  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9534,7400.76474,172.28.150.236,172.28.150.15,TCP,60,44,0,,182  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9538,7400.765186,172.28.150.236,172.28.150.15,TCP,60,40,0,,182  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9539,7400.774063,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9540,7400.778366,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9542,7400.782253,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9548,7401.300257,172.28.150.236,172.28.150.15,TCP,60,40,0,,"182  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9612,7461.139872,172.28.150.236,172.28.150.15,TCP,60,44,0,,183  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9616,7461.140359,172.28.150.236,172.28.150.15,TCP,60,40,0,,183  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9617,7461.149039,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9618,7461.153356,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9620,7461.15736,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9625,7461.610784,172.28.150.236,172.28.150.15,TCP,60,40,0,,"183  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9682,7521.415067,172.28.150.236,172.28.150.15,TCP,60,44,0,,184  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9684,7521.415372,172.28.150.236,172.28.150.15,TCP,60,40,0,,184  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9685,7521.424148,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9686,7521.42847,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9688,7521.432393,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9693,7521.958942,172.28.150.236,172.28.150.15,TCP,60,40,0,,"184  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9762,7581.740005,172.28.150.236,172.28.150.15,TCP,60,44,0,,185  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9766,7581.740449,172.28.150.236,172.28.150.15,TCP,60,40,0,,185  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9767,7581.749214,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9768,7581.753454,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9770,7581.757084,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9774,7582.232145,172.28.150.236,172.28.150.15,TCP,60,40,0,,"185  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9835,7642.065481,172.28.150.236,172.28.150.15,TCP,60,44,0,,186  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9837,7642.065741,172.28.150.236,172.28.150.15,TCP,60,40,0,,186  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9838,7642.074551,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9839,7642.078829,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9841,7642.08291,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9846,7642.558306,172.28.150.236,172.28.150.15,TCP,60,40,0,,"186  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
9910,7702.390461,172.28.150.236,172.28.150.15,TCP,60,44,0,,187  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9914,7702.390968,172.28.150.236,172.28.150.15,TCP,60,40,0,,187  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9915,7702.399595,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9916,7702.403879,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9918,7702.407583,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9921,7702.619649,172.28.150.236,172.28.150.15,TCP,60,40,0,,"187  >  8080 [RST, ACK] Seq=398 Ack=289 Win=0 Len=0",,398,
9979,7762.715933,172.28.150.236,172.28.150.15,TCP,60,44,0,,188  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
9983,7762.716374,172.28.150.236,172.28.150.15,TCP,60,40,0,,188  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
9984,7762.725064,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
9985,7762.729371,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
9987,7762.733274,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
9990,7762.945152,172.28.150.236,172.28.150.15,TCP,60,40,0,,"188  >  8080 [RST, ACK] Seq=398 Ack=289 Win=0 Len=0",,398,
10054,7823.040923,172.28.150.236,172.28.150.15,TCP,60,44,0,,189  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10056,7823.041198,172.28.150.236,172.28.150.15,TCP,60,40,0,,189  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10057,7823.049923,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10058,7823.054238,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10060,7823.057922,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10064,7823.52263,172.28.150.236,172.28.150.15,TCP,60,40,0,,"189  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10070,7825.632325,172.28.150.236,172.28.150.15,TCP,60,44,0,,190  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10072,7825.632561,172.28.150.236,172.28.150.15,TCP,60,40,0,,190  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10073,7825.641235,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10074,7825.645672,172.28.150.236,172.28.150.15,TCP,139,125,85,,[TCP segment of a reassembled PDU],,270,355
10076,7825.651733,172.28.150.236,172.28.150.15,HTTP,192,178,138,223,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Counters&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Counter%22%3A%7B%22TubesValue%22%3A0%2C%22BoxValue%22%3A0%2C%22BillValue%22%3A0%2C%22BillCont%22%3A0%2C%22Counters%22%3A%5B%5D%7D%7D,355,493
10080,7826.098565,172.28.150.236,172.28.150.15,TCP,60,40,0,,"190  >  8080 [RST, ACK] Seq=493 Ack=2 Win=0 Len=0",,493,
10135,7883.356078,172.28.150.236,172.28.150.15,TCP,60,44,0,,191  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10137,7883.356339,172.28.150.236,172.28.150.15,TCP,60,40,0,,191  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10138,7883.365009,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10139,7883.369331,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10141,7883.372986,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10147,7883.95224,172.28.150.236,172.28.150.15,TCP,60,40,0,,"191  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10211,7943.781667,172.28.150.236,172.28.150.15,TCP,60,44,0,,192  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10215,7943.782172,172.28.150.236,172.28.150.15,TCP,60,40,0,,192  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10216,7943.790909,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10217,7943.795243,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10219,7943.799152,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
10224,7944.278216,172.28.150.236,172.28.150.15,TCP,60,40,0,,"192  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
10286,8004.056796,172.28.150.236,172.28.150.15,TCP,60,44,0,,193  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
10288,8004.057057,172.28.150.236,172.28.150.15,TCP,60,40,0,,193  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
10289,8004.065842,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
10290,8004.070155,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
10292,8004.074128,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
